Sociedad,ItemCode,Fecha Local,Precio Unit Local,Moneda Local,Proveedor Local,Fecha Internacional,Precio Unit Internacional,Moneda Internacional,Proveedor Internacional
MP,A18110001253,2021-09-03 00:00:00,22.49,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001257,2026-05-13 00:00:00,31,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001258,2019-11-26 00:00:00,11.41,USD,SOLUTION SUPPLY SOCIEDAD ANONIMA CERRADA,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001262,2021-09-23 00:00:00,52.42,SOL,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110001262,2020-02-05 00:00:00,42.3729,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001267,2025-06-26 00:00:00,54.96,USD,TALLERES LUCAS PERÚ S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001271,2021-09-22 00:00:00,54.61,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001276,2020-07-22 00:00:00,2.95,USD,DICOMAT PERU S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001281,2026-01-06 00:00:00,35.44,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001282,2025-08-07 00:00:00,52,USD,IMPORTADORA DE RODAMIENTOS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001291,2020-02-05 00:00:00,77.88,USD,PRECISION PERU S.A.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001300,2019-10-22 00:00:00,38.47,USD,SOLUTION SUPPLY SOCIEDAD ANONIMA CERRADA,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110001300,2020-03-03 00:00:00,42.14,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001305,2025-08-21 00:00:00,43.5,USD,OHS INDUSTRIALES E.I.R.L.,2022-12-02 00:00:00,17.18,USD,STAUFF CORPORATION
MP,A18110001308,2026-05-06 00:00:00,127.12,SOL,GRUPO GAMMA & SOLUCIONES GENERALES S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001311,2025-08-07 00:00:00,25.4237,SOL,HIDRASUR PERU S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001318,2022-04-25 00:00:00,34.1,USD,PROJECT AUTOMATION PERU S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001325,2019-02-07 00:00:00,12.9,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001364,2019-10-24 00:00:00,113.56,SOL,MANUFACTURAS ELECTRICAS S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001367,2019-05-14 00:00:00,7.38,SOL,MANUFACTURAS ELECTRICAS S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001379,2021-11-16 00:00:00,30.22,USD,SOLUTION SUPPLY SOCIEDAD ANONIMA CERRADA,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001383,2019-10-18 00:00:00,16.1017,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001386,2025-09-09 00:00:00,14.1,USD,COMPAÑIA IMPORTADORA DE REPUESTOS SOCIEDAD ANONIMA CERRADA,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001387,2019-01-24 00:00:00,15.15,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001390,2025-12-05 00:00:00,8.475,SOL,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001397,2025-04-25 00:00:00,39.03,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001403,2019-10-18 00:00:00,7.6272,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001408,2019-11-05 00:00:00,9.02,SOL,MANUFACTURAS ELECTRICAS S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001410,2022-11-11 00:00:00,0.9,USD,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110001410,2026-02-19 00:00:00,1.695,SOL,FERSANTA S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001415,2021-08-06 00:00:00,8.1,USD,PROJECT AUTOMATION PERU S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001422,2022-04-26 00:00:00,1.356,SOL,PERNO CENTRO LA HEROICA E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001429,2020-01-22 00:00:00,39.37,SOL,MANUFACTURAS ELECTRICAS S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001433,2024-02-28 00:00:00,2.1,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001437,2019-07-08 00:00:00,1.32,USD,FIORELLA REPRESENTACIONES S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001449,2021-01-07 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001451,2021-06-04 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001455,2026-05-13 00:00:00,3,SOL,MEGA PERU MULTISERVICIOS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001456,2025-09-10 00:00:00,16.1016,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001460,2026-04-06 00:00:00,76.61,SOL,PROJECT AUTOMATION PERU S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001462,2026-04-06 00:00:00,13.559,SOL,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001468,2019-03-27 00:00:00,15.3,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001474,2019-03-18 00:00:00,0.3,USD,PERNOS S R L,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001475,2025-06-24 00:00:00,8.63,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001476,2025-02-21 00:00:00,0.43,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001477,2022-03-03 00:00:00,4.19,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001480,2019-04-02 00:00:00,1,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001484,2025-08-19 00:00:00,3.9,USD,IMPORTADORA DE RODAMIENTOS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110001484,2020-12-03 00:00:00,3.39,USD,COMPAÑIA IMPORTADORA DE REPUESTOS SOCIEDAD ANONIMA CERRADA,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001487,2026-04-09 00:00:00,12.5,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001488,2019-05-08 00:00:00,3.5,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001491,2020-11-23 00:00:00,14.27,USD,COMPAÑIA IMPORTADORA DE REPUESTOS SOCIEDAD ANONIMA CERRADA,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001493,2021-01-13 00:00:00,5.89,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001495,2024-08-12 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001496,2026-03-09 00:00:00,4.24,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001497,2019-03-12 00:00:00,4.2373,SOL,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001498,2020-11-23 00:00:00,8.8,USD,COMPAÑIA IMPORTADORA DE REPUESTOS SOCIEDAD ANONIMA CERRADA,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001507,2025-08-12 00:00:00,7.6271,SOL,HIDRASUR PERU S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001510,2019-08-27 00:00:00,42.3729,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001513,2019-07-05 00:00:00,0.95,USD,GARIZA BURGOS MANUEL,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001521,2020-10-29 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001523,2024-08-12 00:00:00,0.25,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001529,2024-07-02 00:00:00,0.77,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001537,2025-11-20 00:00:00,3.3898,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001540,2023-08-02 00:00:00,7.03,SOL,PERNO CENTRO LA HEROICA E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001542,2020-07-22 00:00:00,0.75,USD,DICOMAT PERU S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001543,2022-11-11 00:00:00,0.89,USD,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110001548,2020-08-20 00:00:00,0.29,USD,PERNOS S R L,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001555,2021-06-04 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001556,2021-03-12 00:00:00,1.35,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001558,2020-10-29 00:00:00,0.44,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001560,2020-10-29 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001561,2021-02-17 00:00:00,0.8,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001564,2020-10-29 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001565,2019-04-02 00:00:00,0.7,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001568,2022-05-30 00:00:00,2.5424,SOL,PERNO CENTRO LA HEROICA E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001569,2019-02-22 00:00:00,0.6,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001570,2020-10-29 00:00:00,0.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001589,2019-03-27 00:00:00,505.11,USD,CUSTOM SEALS S.A.C,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001603,2021-01-15 00:00:00,876.5,USD,FABRICACIONES MONTAJES Y SEVICIOS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001604,2019-01-22 00:00:00,57.2,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001619,2020-01-27 00:00:00,83.21,USD,MC TRADE S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001625,2020-01-27 00:00:00,120,USD,MC TRADE S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001627,2020-01-27 00:00:00,250,USD,MC TRADE S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001628,2020-01-27 00:00:00,400,USD,MC TRADE S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001629,2020-01-27 00:00:00,34.29,USD,MC TRADE S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001639,2026-04-29 00:00:00,14.99,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001669,2026-04-28 00:00:00,65.18,USD,CIA IMPORTADORA DERTEANO & STUCKER S.A.C,2019-08-23 00:00:00,34.93,USD,PARKER HANNIFIN CHILE LTDA
MP,A18110001723,2020-10-09 00:00:00,5810,USD,RODRIGUEZ GUERRERO BRIGITTE,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001738,2023-01-30 00:00:00,85,USD,TECNICAS EN INGENIERIA OLEOHIDRAULICAS S.A.C,2019-05-20 00:00:00,38.29,USD,"ENGINEERING TECHNOLOGY SERVICES, LLC"
MP,A18110001754,2026-04-10 00:00:00,31.86,USD,TOTAL HYDRAULICS S.A.C.,2019-05-20 00:00:00,20.7,USD,"ENGINEERING TECHNOLOGY SERVICES, LLC"
MP,A18110001775,2026-04-09 00:00:00,344.3,USD,CIA IMPORTADORA DERTEANO & STUCKER S.A.C,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001792,2023-04-12 00:00:00,103.7,USD,TALLERES LUCAS PERÚ S.A.C.,2025-03-07 00:00:00,43.84,USD,DANFOSS POWER SOLUTIONS INDUSTRIA E COMERCIO ELETROHIDRAULICA LTDA.
MP,A18110001802,2024-07-02 00:00:00,34.64,USD,TALLERES LUCAS PERÚ S.A.C.,2019-07-16 00:00:00,12.5,USD,"PROVEEDORA TECNICA, S.A."""
MP,A18110001824,2026-06-30 00:00:00,177.97,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001839,2024-01-31 00:00:00,53,USD,OLEOHIDRAULICS SERVICES S.A.C.,2026-05-28 00:00:00,16.76,USD,SUN HYDRAULICS CORPORATION
MP,A18110001876,2025-03-26 00:00:00,210,USD,FRIDEMBO S.A.C.,2026-05-14 00:00:00,45.36,USD,SUN HYDRAULICS CORPORATION
SP,A18110001886,2020-02-14 00:00:00,305.13,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001897,2021-02-05 00:00:00,80,USD,ABC OLEODINAMICA S.A.C.,2021-08-11 00:00:00,58.7,USD,SUN HYDRAULICS CORPORATION
MP,A18110001908,2021-05-27 00:00:00,80,USD,ABC OLEODINAMICA S.A.C.,2026-05-12 00:00:00,90.15,USD,SUN HYDRAULICS CORPORATION
SP,A18110001917,2020-02-14 00:00:00,776.45,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110001929,2020-02-14 00:00:00,647.92,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001941,2019-10-11 00:00:00,65,USD,ABC OLEODINAMICA S.A.C.,2020-03-31 00:00:00,46.65,USD,SUN HYDRAULICS CORPORATION
MP,A18110001956,2024-05-27 00:00:00,370,SOL,GRUPO PAEZ S.A.C.,2026-04-30 00:00:00,89.53,USD,SUN HYDRAULICS CORPORATION
MP,A18110001966,2024-05-02 00:00:00,700,SOL,GRUPO PAEZ S.A.C.,2024-02-27 00:00:00,80.7,USD,SUN HYDRAULICS CORPORATION
MP,A18110001967,2026-06-08 00:00:00,90,USD,GR MINING COMPONENTS SOCIEDAD ANONIMA CERRADA SERVICIOS GENERALES - GR MINING COMPONENTS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001968,2019-11-12 00:00:00,132.2,USD,HFP HYDRAULIC SOCIEDAD ANONIMA CERRADA - HFP HYDRAULIC S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110001978,2020-03-13 00:00:00,65,USD,ABC OLEODINAMICA S.A.C.,2024-02-08 00:00:00,41.45,USD,SUN HYDRAULICS CORPORATION
MP,A18110002010,2019-11-07 00:00:00,110.17,USD,HFP HYDRAULIC SOCIEDAD ANONIMA CERRADA - HFP HYDRAULIC S.A.C.,2025-07-29 00:00:00,49.67,USD,SUN HYDRAULICS CORPORATION
SP,A18110002010,2020-10-21 00:00:00,61.41,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110002017,2024-10-17 00:00:00,1100,SOL,FRIDEMBO S.A.C.,2025-12-15 00:00:00,142.88,USD,"""HYDRA-POWER SYSTEMS, INC."""
MP,A18110002019,2021-10-13 00:00:00,216,USD,JORLE INDUSTRIAL S.A.C.,2019-08-09 00:00:00,61.3,USD,SUN HYDRAULICS CORPORATION
MP,A18110002020,2019-08-05 00:00:00,65,USD,ABC OLEODINAMICA S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110002033,2021-08-19 00:00:00,435.64,USD,JORLE INDUSTRIAL S.A.C.,2026-02-18 00:00:00,305.48,USD,INDUSTRIAL GLOBAL SALES
MP,A18110002050,2019-01-16 00:00:00,156.1894,USD,HFP HYDRAULIC SOCIEDAD ANONIMA CERRADA - HFP HYDRAULIC S.A.C.,2023-03-30 00:00:00,71.9,USD,SUN HYDRAULICS CORPORATION
MP,A18110002051,2023-10-10 00:00:00,350,SOL,GRUPO PAEZ S.A.C.,2020-12-14 00:00:00,32.52,USD,SUN HYDRAULICS CORPORATION
MP,A18110002091,2023-11-22 00:00:00,65,USD,SIDEREAL E.I.R.L.,2024-04-04 00:00:00,18.05,USD,SUN HYDRAULICS CORPORATION
MP,A18110002113,2020-11-11 00:00:00,53.85,SOL,R Y W NAGO S.A.C.,2025-09-16 00:00:00,22.55,USD,SUN HYDRAULICS CORPORATION
SP,A18110002175,2020-07-31 00:00:00,243.5,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002202,2020-06-02 00:00:00,1373.5336,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002205,2020-02-14 00:00:00,301.31,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002206,2020-02-14 00:00:00,1181.02,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002212,2020-02-03 00:00:00,1189.33,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002215,2020-02-14 00:00:00,1160.99,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002216,2020-02-03 00:00:00,1160.71,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002221,2020-10-29 00:00:00,200.6465,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110002230,2020-02-14 00:00:00,1380.19,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
