Sociedad,ItemCode,Fecha Local,Precio Unit Local,Moneda Local,Proveedor Local,Fecha Internacional,Precio Unit Internacional,Moneda Internacional,Proveedor Internacional
MP,A19010000040,No existe registros,No existe registros,No existe registros,No existe registros,2025-01-13 00:00:00,812.24,EUR,NORD FLUID S.P.A.
MP,A19010000041,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-24 00:00:00,125.2,USD,SUN HYDRAULICS CORPORATION
MP,A19010000042,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-27 00:00:00,18.5,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000043,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,22.3,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000044,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-28 00:00:00,48.5,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000045,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-27 00:00:00,39.1,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000046,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-04 00:00:00,26.1,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000047,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,56.5,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000048,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,134.4,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000049,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,23.8,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000050,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,128.5,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000051,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-27 00:00:00,17.7,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000052,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,19.7,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000053,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,20,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000054,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-28 00:00:00,43.5,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000055,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-28 00:00:00,61,USD,MITSUBOSHI BOEKI LIMITED
MP,A19010000056,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-29 00:00:00,635.49,EUR,WALVOIL S.P.A
MP,A19010000057,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-29 00:00:00,782.13,EUR,WALVOIL S.P.A
MP,A19010000058,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-29 00:00:00,113.09,EUR,WALVOIL S.P.A
MP,A19010000059,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-29 00:00:00,428.13,EUR,WALVOIL S.P.A
MP,A19010000060,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-29 00:00:00,880.42,EUR,WALVOIL S.P.A
MP,A19010000061,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,96,EUR,WALVOIL S.P.A
MP,A19010000062,No existe registros,No existe registros,No existe registros,No existe registros,2025-06-10 00:00:00,107.69,EUR,WALVOIL S.P.A
MP,A19010000063,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-29 00:00:00,532.13,EUR,WALVOIL S.P.A
MP,A19010000064,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-09 00:00:00,643.72,EUR,WALVOIL S.P.A
MP,A19010000065,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-29 00:00:00,12,EUR,WALVOIL S.P.A
MP,A19010000066,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-20 00:00:00,69.19,EUR,WALVOIL S.P.A
MP,A19010000067,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-28 00:00:00,15,EUR,WALVOIL S.P.A
MP,A19010000068,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-28 00:00:00,71.39,EUR,WALVOIL S.P.A
MP,A19010000069,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,59.76,EUR,WALVOIL S.P.A
MP,A19010000070,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-28 00:00:00,235.03,EUR,WALVOIL S.P.A
MP,A19010000071,No existe registros,No existe registros,No existe registros,No existe registros,2023-11-16 00:00:00,100.96,EUR,WALVOIL S.P.A
MP,A19010000072,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-24 00:00:00,79.8,USD,SUN HYDRAULICS CORPORATION
MP,A19010000073,No existe registros,No existe registros,No existe registros,No existe registros,2023-09-08 00:00:00,47.6364,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000075,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-22 00:00:00,16730,USD,INGERSOLL RAND LATIN
MP,A19010000076,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-11 00:00:00,270,USD,FURUNO USA INC.
SP,A19010000076,No existe registros,No existe registros,No existe registros,No existe registros,2023-06-30 00:00:00,270,USD,FURUNO USA INC.
MP,A19010000077,No existe registros,No existe registros,No existe registros,No existe registros,2019-12-06 00:00:00,0.9,USD,FURUNO USA INC.
MP,A19010000078,No existe registros,No existe registros,No existe registros,No existe registros,2019-09-09 00:00:00,207,USD,FURUNO USA INC.
SP,A19010000078,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-09 00:00:00,207,USD,FURUNO USA INC.
MP,A19010000079,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-13 00:00:00,24,USD,FURUNO USA INC.
SP,A19010000079,No existe registros,No existe registros,No existe registros,No existe registros,2020-01-16 00:00:00,24,USD,FURUNO USA INC.
MP,A19010000080,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-11 00:00:00,0.6,USD,FURUNO USA INC.
MP,A19010000086,No existe registros,No existe registros,No existe registros,No existe registros,2026-04-01 00:00:00,2189.14,USD,THERMAL TRANSFER PRODUCTS
MP,A19010000087,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-06 00:00:00,480.9504,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000089,No existe registros,No existe registros,No existe registros,No existe registros,2019-06-03 00:00:00,14.39,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000090,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-09 00:00:00,420.9744,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000091,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-10 00:00:00,83.7,USD,SUN HYDRAULICS CORPORATION
MP,A19010000092,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-06 00:00:00,34.94,USD,SUN HYDRAULICS CORPORATION
MP,A19010000094,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-28 00:00:00,23.76,USD,SUN HYDRAULICS CORPORATION
MP,A19010000095,No existe registros,No existe registros,No existe registros,No existe registros,2025-07-31 00:00:00,39.7,USD,SUN HYDRAULICS CORPORATION
MP,A19010000097,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-05 00:00:00,76,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000098,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-28 00:00:00,2670,USD,"PROVEEDORA TECNICA, S.A."""
MP,A19010000099,No existe registros,No existe registros,No existe registros,No existe registros,2023-10-10 00:00:00,35.9629,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000100,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-02 00:00:00,92.82,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000104,No existe registros,No existe registros,No existe registros,No existe registros,2025-04-19 00:00:00,49.32,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000105,No existe registros,No existe registros,No existe registros,No existe registros,2023-11-30 00:00:00,7900,USD,VULKAN DO BRASIL
MP,A19010000106,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-23 00:00:00,462.11,USD,SUN HYDRAULICS CORPORATION
MP,A19010000107,No existe registros,No existe registros,No existe registros,No existe registros,2026-06-03 00:00:00,22.34,USD,"""HYDRA-POWER SYSTEMS, INC."""
MP,A19010000108,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-19 00:00:00,39.6,USD,SUN HYDRAULICS CORPORATION
MP,A19010000109,No existe registros,No existe registros,No existe registros,No existe registros,2021-11-01 00:00:00,21.72,USD,SUN HYDRAULICS CORPORATION
MP,A19010000110,No existe registros,No existe registros,No existe registros,No existe registros,2024-02-20 00:00:00,2028.35,USD,HYDRAULIC TECHNOLOGIES
MP,A19010000111,No existe registros,No existe registros,No existe registros,No existe registros,2018-11-26 00:00:00,847.96,USD,HYDRAULIC TECHNOLOGIES
MP,A19010000112,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-21 00:00:00,3598.09,USD,HYDRAULIC TECHNOLOGIES
MP,A19010000113,No existe registros,No existe registros,No existe registros,No existe registros,2026-06-11 00:00:00,2468.53,USD,HYDRAULIC TECHNOLOGIES
MP,A19010000114,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-30 00:00:00,12700.64,USD,HYDRAULIC TECHNOLOGIES
MP,A19010000115,No existe registros,No existe registros,No existe registros,No existe registros,2021-06-02 00:00:00,3523.99,USD,HYDRAULIC TECHNOLOGIES
MP,A19010000116,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-30 00:00:00,8659.26,USD,HYDRAULIC TECHNOLOGIES
MP,A19010000118,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-19 00:00:00,108,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000119,No existe registros,No existe registros,No existe registros,No existe registros,2024-03-27 00:00:00,45,EUR,FOX SRL
MP,A19010000120,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-14 00:00:00,35.79,USD,PARKER HANNIFIN CHILE LTDA
MP,A19010000121,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-27 00:00:00,385,EUR,SAI S.P.A.
MP,A19010000123,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,3186.46,USD,VULKAN DO BRASIL
MP,A19010000124,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,2654.07,USD,VULKAN DO BRASIL
MP,A19010000125,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,112.35,USD,VULKAN DO BRASIL
MP,A19010000126,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,9057.89,USD,VULKAN DO BRASIL
MP,A19010000127,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,22111.25,USD,VULKAN DO BRASIL
MP,A19010000128,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,1998.76,USD,VULKAN DO BRASIL
MP,A19010000129,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,22683,USD,VULKAN DO BRASIL
MP,A19010000130,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-20 00:00:00,538.21,USD,VULKAN DO BRASIL
MP,A19010000131,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-04 00:00:00,261.06,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000132,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-10 00:00:00,41.35,USD,SUN HYDRAULICS CORPORATION
MP,A19010000133,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-29 00:00:00,23.03,USD,"""HYDRA-POWER SYSTEMS, INC."""
MP,A19010000134,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-22 00:00:00,406.35,USD,EATON HYDRAULICS LLC
MP,A19010000135,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-12 00:00:00,40.66,USD,SUN HYDRAULICS CORPORATION
MP,A19010000136,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-14 00:00:00,32.93,USD,SUN HYDRAULICS CORPORATION
MP,A19010000137,No existe registros,No existe registros,No existe registros,No existe registros,2025-07-22 00:00:00,11.6356,USD,SUN HYDRAULICS CORPORATION
MP,A19010000138,No existe registros,No existe registros,No existe registros,No existe registros,2024-05-23 00:00:00,29.03,USD,"""HYDRA-POWER SYSTEMS, INC."""
MP,A19010000139,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-04 00:00:00,34.2,USD,SUN HYDRAULICS CORPORATION
MP,A19010000140,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-28 00:00:00,44.7,USD,SUN HYDRAULICS CORPORATION
MP,A19010000141,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-28 00:00:00,299.21,USD,"""HYDRA-POWER SYSTEMS, INC."""
MP,A19010000142,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-08 00:00:00,70.9,USD,SUN HYDRAULICS CORPORATION
MP,A19010000143,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-28 00:00:00,23.5,USD,SUN HYDRAULICS CORPORATION
MP,A19010000144,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-28 00:00:00,22.7,USD,SUN HYDRAULICS CORPORATION
MP,A19010000145,No existe registros,No existe registros,No existe registros,No existe registros,2025-10-13 00:00:00,292.68,USD,"""HYDRA-POWER SYSTEMS, INC."""
MP,A19010000146,No existe registros,No existe registros,No existe registros,No existe registros,2019-09-13 00:00:00,25.3,USD,SUN HYDRAULICS CORPORATION
MP,A19010000147,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-29 00:00:00,981.4768,EUR,SAI S.P.A.
MP,A19010000148,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-26 00:00:00,2.5,EUR,SAI S.P.A.
MP,A19010000149,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,1620,EUR,SAI S.P.A.
MP,A19010000150,No existe registros,No existe registros,No existe registros,No existe registros,2022-09-30 00:00:00,6,EUR,SAI S.P.A.
MP,A19010000152,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-02 00:00:00,340.85,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000153,No existe registros,No existe registros,No existe registros,No existe registros,2020-12-18 00:00:00,79.54,USD,CRC INDUSTRIES AMERICAS GROUP
MP,A19010000155,No existe registros,No existe registros,No existe registros,No existe registros,2023-01-20 00:00:00,65.93,USD,CRC INDUSTRIES AMERICAS GROUP
MP,A19010000156,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,2.98,EUR,CRC Industries Iberia S.L.U.
MP,A19010000157,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3.31,EUR,CRC Industries Iberia S.L.U.
MP,A19010000158,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,6.13,EUR,CRC Industries Iberia S.L.U.
MP,A19010000159,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-12 00:00:00,5.18,EUR,CRC INDUSTRIES EUROPE BV
MP,A19010000160,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,4.3,EUR,CRC Industries Iberia S.L.U.
MP,A19010000161,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,2.4,EUR,CRC Industries Iberia S.L.U.
MP,A19010000162,No existe registros,No existe registros,No existe registros,No existe registros,2025-02-18 00:00:00,7.83,EUR,CRC Industries Iberia S.L.U.
MP,A19010000163,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,7.2,EUR,CRC Industries Iberia S.L.U.
MP,A19010000164,No existe registros,No existe registros,No existe registros,No existe registros,2023-06-28 00:00:00,15.7354,EUR,CRC Industries Iberia S.L.U.
MP,A19010000165,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-03 00:00:00,3.38,EUR,CRC Industries Iberia S.L.U.
MP,A19010000166,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3.22,EUR,CRC Industries Iberia S.L.U.
MP,A19010000167,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,4.3,EUR,CRC Industries Iberia S.L.U.
MP,A19010000168,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,4.74,EUR,CRC Industries Iberia S.L.U.
MP,A19010000169,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-03 00:00:00,30.01,EUR,CRC Industries Iberia S.L.U.
MP,A19010000170,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,33.76,EUR,CRC Industries Iberia S.L.U.
MP,A19010000171,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3.13,EUR,CRC Industries Iberia S.L.U.
MP,A19010000172,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-12 00:00:00,3.92,EUR,CRC INDUSTRIES EUROPE BV
MP,A19010000174,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,16.21,EUR,CRC Industries Iberia S.L.U.
MP,A19010000176,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-12 00:00:00,5.18,EUR,CRC INDUSTRIES EUROPE BV
MP,A19010000177,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-03 00:00:00,61.55,EUR,CRC Industries Iberia S.L.U.
MP,A19010000178,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,2.33,EUR,CRC Industries Iberia S.L.U.
MP,A19010000179,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,84.24,EUR,CRC Industries Iberia S.L.U.
MP,A19010000180,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,26.36,EUR,CRC Industries Iberia S.L.U.
MP,A19010000181,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3,EUR,CRC Industries Iberia S.L.U.
MP,A19010000182,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-12 00:00:00,5.18,EUR,CRC INDUSTRIES EUROPE BV
MP,A19010000183,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,4.3,EUR,CRC Industries Iberia S.L.U.
MP,A19010000184,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,4.68,EUR,CRC Industries Iberia S.L.U.
MP,A19010000185,No existe registros,No existe registros,No existe registros,No existe registros,2025-02-18 00:00:00,4.96,EUR,CRC Industries Iberia S.L.U.
MP,A19010000186,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,2.9,EUR,CRC Industries Iberia S.L.U.
MP,A19010000187,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,6.47,EUR,CRC Industries Iberia S.L.U.
MP,A19010000188,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-12 00:00:00,5.18,EUR,CRC INDUSTRIES EUROPE BV
MP,A19010000189,No existe registros,No existe registros,No existe registros,No existe registros,2025-02-18 00:00:00,5.87,EUR,CRC Industries Iberia S.L.U.
MP,A19010000191,No existe registros,No existe registros,No existe registros,No existe registros,2025-02-18 00:00:00,3.55,EUR,CRC Industries Iberia S.L.U.
MP,A19010000192,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3.48,EUR,CRC Industries Iberia S.L.U.
MP,A19010000194,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3.41,EUR,CRC Industries Iberia S.L.U.
MP,A19010000195,No existe registros,No existe registros,No existe registros,No existe registros,2022-05-04 00:00:00,4.83,EUR,CRC Industries Iberia S.L.U.
MP,A19010000196,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,4.3,EUR,CRC Industries Iberia S.L.U.
MP,A19010000197,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,13.57,EUR,CRC Industries Iberia S.L.U.
MP,A19010000198,No existe registros,No existe registros,No existe registros,No existe registros,2020-12-17 00:00:00,9.36,EUR,CRC Industries Iberia S.L.U.
MP,A19010000199,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,8.32,EUR,CRC Industries Iberia S.L.U.
MP,A19010000200,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3.88,EUR,CRC Industries Iberia S.L.U.
MP,A19010000201,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-12 00:00:00,0.01,EUR,CRC INDUSTRIES AMERICAS GROUP
MP,A19010000202,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,4.95,EUR,CRC Industries Iberia S.L.U.
MP,A19010000203,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,6.01,EUR,CRC Industries Iberia S.L.U.
MP,A19010000204,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,3.74,EUR,CRC Industries Iberia S.L.U.
MP,A19010000205,No existe registros,No existe registros,No existe registros,No existe registros,2022-12-08 00:00:00,439.5,USD,MARINSA INTERNATIONAL INC
MP,A19010000218,No existe registros,No existe registros,No existe registros,No existe registros,2023-10-16 00:00:00,143.68,EUR,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.
MP,A19010000219,No existe registros,No existe registros,No existe registros,No existe registros,2024-10-25 00:00:00,491.43,EUR,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.
MP,A19010000222,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-15 00:00:00,1989.63,USD,CALUMET BRANDED PRODUCTS LLC
MP,A19010000223,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-15 00:00:00,76.76,USD,CALUMET BRANDED PRODUCTS LLC
MP,A19010000224,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-25 00:00:00,66.85,USD,CALUMET BRANDED PRODUCTS LLC
MP,A19010000225,No existe registros,No existe registros,No existe registros,No existe registros,2023-10-27 00:00:00,1523.4,EUR,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.
MP,A19010000226,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-02 00:00:00,652.6,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000227,No existe registros,No existe registros,No existe registros,No existe registros,2022-02-28 00:00:00,437.4,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000228,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-09 00:00:00,114.53,EUR,"""HAWE HIDRAULICA, S.L.U."""
MP,A19010000229,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-09 00:00:00,349.58,EUR,"""HAWE HIDRAULICA, S.L.U."""
MP,A19010000230,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-29 00:00:00,3317.56,EUR,LINDE HUDRAULICS SOUTH AMERICA
MP,A19010000231,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-14 00:00:00,6.21,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000232,No existe registros,No existe registros,No existe registros,No existe registros,2025-10-16 00:00:00,3280,EUR,POLGER BIS S.C.
MP,A19010000233,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-10 00:00:00,541.5,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000234,No existe registros,No existe registros,No existe registros,No existe registros,2019-06-03 00:00:00,130.8,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000235,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-07 00:00:00,236.48,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000236,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-21 00:00:00,2203.01,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000238,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-23 00:00:00,425.2584,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000240,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-15 00:00:00,75.2,USD,SPAL DO BRASIL COMÉRCIO DE COMP.AUTOMOTIVOS LTDA
MP,A19010000241,No existe registros,No existe registros,No existe registros,No existe registros,2022-10-12 00:00:00,847.28,USD,VELJAN HYDRAIR LIMITED
MP,A19010000242,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,336.4,USD,VELJAN HYDRAIR LIMITED
MP,A19010000243,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,354,USD,VELJAN HYDRAIR LIMITED
MP,A19010000244,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,963.6,USD,VELJAN HYDRAIR LIMITED
MP,A19010000245,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,212,USD,VELJAN HYDRAIR LIMITED
MP,A19010000246,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,613.2,USD,VELJAN HYDRAIR LIMITED
MP,A19010000247,No existe registros,No existe registros,No existe registros,No existe registros,2022-05-26 00:00:00,295.43,USD,VELJAN HYDRAIR LIMITED
MP,A19010000248,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,336.4,USD,VELJAN HYDRAIR LIMITED
MP,A19010000249,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,613.2,USD,VELJAN HYDRAIR LIMITED
MP,A19010000250,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,865.2,USD,VELJAN HYDRAIR LIMITED
MP,A19010000251,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-01 00:00:00,379.6,USD,VELJAN HYDRAIR LIMITED
MP,A19010000253,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-04 00:00:00,202.49,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000256,No existe registros,No existe registros,No existe registros,No existe registros,2023-07-22 00:00:00,219.11,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000257,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-21 00:00:00,2.796,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000258,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-21 00:00:00,59.976,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000259,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-01 00:00:00,318.444,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000260,No existe registros,No existe registros,No existe registros,No existe registros,2022-11-02 00:00:00,1071.2408,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000261,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-12 00:00:00,157.6512,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000262,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-05 00:00:00,653.1672,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000263,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-20 00:00:00,9.1678,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000264,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-01 00:00:00,65.4024,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000265,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-26 00:00:00,338.2,USD,INDUSTRIAL GLOBAL SALES
MP,A19010000266,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-12 00:00:00,200.4912,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000267,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-12 00:00:00,4.6096,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000268,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-12 00:00:00,44.5536,USD,EATON INDUSTRIES (CHILE) SPA
MP,A19010000269,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-04 00:00:00,188.7816,USD,EATON INDUSTRIES (CHILE) SPA
